Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,City,State,Product Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Product Rating
ORD-2023-1066,2023-12-16,2023-12-17,CUST-1640,Customer 163,Consumer,Central,New York,New York,Furniture,Tables,Binder Pack,342.34,4,0.26,37.45,46.36,3.1
ORD-2023-1067,2023-07-31,2023-08-02,CUST-8106,Customer 75,Corporate,East,New York,New York,Technology,Copiers,Binder Pack,755.09,4,0.14,59.74,10.54,3.6
ORD-2023-1068,2023-07-30,2023-07-31,CUST-4051,Customer 595,Home Office,West,New York,New York,Technology,Copiers,Desk Lamp,1086.76,2,0.14,136.41,8.47,3.3
ORD-2023-1069,2023-11-22,2023-11-26,CUST-1229,Customer 918,Consumer,West,Phoenix,Arizona,Furniture,Tables,iPhone 13,1229.54,1,0.22,151.46,95.18,2.6
ORD-2023-1070,2023-08-06,2023-08-07,CUST-4295,Customer 361,Consumer,West,Los Angeles,California,Office Supplies,Art,iPhone 13,1151.47,1,0.22,201.19,6.86,2.7
ORD-2023-1071,2023-01-14,2023-01-19,CUST-7655,Customer 6,Home Office,West,Phoenix,Arizona,Office Supplies,Paper,Desk Lamp,1870.53,2,0.18,163.21,69.91,3.8
ORD-2023-1072,2023-03-30,2023-04-05,CUST-8287,Customer 696,Corporate,East,Los Angeles,California,Technology,Accessories,Office Chair,1510.45,3,0.14,184.82,85.01,2.7
ORD-2023-1073,2023-09-28,2023-10-04,CUST-9301,Customer 200,Home Office,East,Los Angeles,California,Furniture,Bookcases,Standing Desk,1932.51,1,0.3,151.25,93.33,3.4
ORD-2023-1074,2023-07-24,2023-07-27,CUST-4989,Customer 734,Consumer,West,Phoenix,Arizona,Office Supplies,Art,Laser Printer,1461.28,3,0.06,196.14,20.04,5.0
ORD-2023-1075,2023-02-02,2023-02-08,CUST-8320,Customer 63,Consumer,South,Houston,Texas,Furniture,Bookcases,Desk Lamp,1365.8,1,0.14,126.37,29.07,3.9
ORD-2023-1076,2023-09-10,2023-09-15,CUST-1191,Customer 244,Corporate,West,Phoenix,Arizona,Technology,Copiers,iPhone 13,508.51,3,0.05,87.41,62.22,2.1
ORD-2023-1077,2023-08-09,2023-08-12,CUST-7711,Customer 388,Consumer,Central,Chicago,Illinois,Furniture,Bookcases,Laser Printer,1617.07,1,0.04,209.2,12.37,1.7
ORD-2023-1078,2023-11-03,2023-11-05,CUST-2081,Customer 44,Corporate,Central,Los Angeles,California,Office Supplies,Paper,iPhone 13,410.02,3,0.24,51.61,91.98,4.4
ORD-2023-1079,2023-05-16,2023-05-22,CUST-7567,Customer 500,Corporate,East,Phoenix,Arizona,Technology,Copiers,iPhone 13,1947.37,4,0.24,184.86,93.57,4.3
ORD-2023-1080,2023-05-27,2023-05-29,CUST-4811,Customer 398,Consumer,West,New York,New York,Furniture,Bookcases,Desk Lamp,473.56,4,0.08,77.56,15.46,3.7
ORD-2023-1081,2023-01-24,2023-01-26,CUST-6686,Customer 354,Home Office,West,Los Angeles,California,Office Supplies,Art,Desk Lamp,787.38,1,0.12,172.45,33.47,2.9
ORD-2023-1082,2023-01-29,2023-01-30,CUST-3714,Customer 612,Corporate,East,Phoenix,Arizona,Office Supplies,Paper,Desk Lamp,1827.96,1,0.12,400.06,88.31,4.4
ORD-2023-1083,2023-01-08,2023-01-11,CUST-1988,Customer 692,Home Office,East,Los Angeles,California,Technology,Copiers,Office Chair,1685.31,2,0.29,206.46,52.28,2.4
ORD-2023-1084,2023-10-18,2023-10-19,CUST-4113,Customer 963,Consumer,East,Phoenix,Arizona,Furniture,Tables,Laser Printer,1653.93,4,0.23,187.15,20.75,1.2
ORD-2023-1085,2023-12-13,2023-12-15,CUST-3010,Customer 402,Corporate,West,Los Angeles,California,Technology,Copiers,Laser Printer,1375.91,1,0.14,242.06,75.4,3.8
ORD-2023-1086,2023-12-11,2023-12-13,CUST-1048,Customer 119,Home Office,South,Phoenix,Arizona,Office Supplies,Paper,Laser Printer,1786.75,4,0.25,279.69,18.19,3.2
ORD-2023-1087,2023-09-01,2023-09-07,CUST-7100,Customer 765,Corporate,West,Los Angeles,California,Furniture,Bookcases,Standing Desk,220.32,3,0.16,31.64,72.39,3.9
ORD-2023-1088,2023-06-29,2023-06-30,CUST-8332,Customer 14,Consumer,West,Los Angeles,California,Technology,Accessories,Desk Lamp,508.82,3,0.27,65.45,93.84,2.7
ORD-2023-1089,2023-06-30,2023-07-06,CUST-9408,Customer 266,Home Office,Central,Houston,Texas,Technology,Copiers,Desk Lamp,403.99,2,0.01,97.18,30.1,2.7
ORD-2023-1090,2023-05-11,2023-05-12,CUST-9721,Customer 231,Home Office,South,Los Angeles,California,Furniture,Bookcases,Binder Pack,1500.41,4,0.04,238.9,96.32,4.0
ORD-2023-1091,2023-01-05,2023-01-06,CUST-1083,Customer 940,Consumer,East,Houston,Texas,Technology,Accessories,Desk Lamp,879.59,4,0.25,112.01,39.15,1.2
ORD-2023-1092,2023-04-07,2023-04-09,CUST-9730,Customer 163,Home Office,East,Phoenix,Arizona,Technology,Accessories,Laser Printer,1591.28,3,0.12,274.66,34.34,2.8
ORD-2023-1093,2023-07-14,2023-07-17,CUST-3370,Customer 345,Home Office,Central,Los Angeles,California,Office Supplies,Binders,Laser Printer,1935.87,3,0.21,184.01,78.6,1.6
ORD-2023-1094,2023-02-01,2023-02-05,CUST-7412,Customer 715,Home Office,West,Phoenix,Arizona,Technology,Phones,Binder Pack,1233.71,4,0.22,118.86,55.89,1.0
ORD-2023-1095,2023-09-06,2023-09-08,CUST-3296,Customer 963,Consumer,Central,Phoenix,Arizona,Office Supplies,Art,Binder Pack,1755.84,4,0.17,302.64,64.51,2.9
ORD-2023-1096,2023-11-07,2023-11-12,CUST-3101,Customer 381,Corporate,Central,Chicago,Illinois,Furniture,Chairs,Binder Pack,957.85,3,0.12,197.0,60.72,4.5
ORD-2023-1097,2023-10-15,2023-10-16,CUST-8708,Customer 942,Home Office,South,New York,New York,Technology,Accessories,Binder Pack,89.22,3,0.24,7.52,54.59,2.2
ORD-2023-1098,2023-10-14,2023-10-17,CUST-7799,Customer 164,Home Office,East,Phoenix,Arizona,Technology,Copiers,iPhone 13,1402.17,4,0.1,184.95,50.72,3.6
ORD-2023-1099,2023-12-31,2024-01-03,CUST-5852,Customer 912,Consumer,South,Houston,Texas,Technology,Accessories,Standing Desk,1246.7,1,0.07,178.29,72.65,1.3
ORD-2023-1100,2023-01-21,2023-01-26,CUST-8173,Customer 43,Home Office,West,Los Angeles,California,Furniture,Chairs,iPhone 13,788.4,2,0.08,78.64,98.28,1.8
ORD-2023-1101,2023-07-17,2023-07-19,CUST-6594,Customer 109,Corporate,Central,Chicago,Illinois,Office Supplies,Art,iPhone 13,866.29,2,0.27,146.96,41.79,1.9
ORD-2023-1102,2023-03-04,2023-03-09,CUST-5094,Customer 301,Corporate,East,New York,New York,Technology,Accessories,Desk Lamp,598.73,3,0.1,46.0,32.27,3.2
ORD-2023-1103,2023-08-17,2023-08-23,CUST-7557,Customer 935,Consumer,South,Phoenix,Arizona,Office Supplies,Art,iPhone 13,1145.88,4,0.14,148.35,67.36,3.8
ORD-2023-1104,2023-12-17,2023-12-23,CUST-2061,Customer 976,Consumer,East,Chicago,Illinois,Office Supplies,Binders,Office Chair,1571.32,4,0.04,93.16,50.38,3.7
ORD-2023-1105,2023-03-06,2023-03-08,CUST-5032,Customer 605,Consumer,West,Phoenix,Arizona,Technology,Accessories,Standing Desk,298.99,3,0.27,28.55,50.39,4.7
ORD-2023-1106,2023-01-19,2023-01-20,CUST-3853,Customer 160,Home Office,South,Chicago,Illinois,Office Supplies,Binders,Desk Lamp,1163.56,3,0.27,194.22,27.65,3.2
ORD-2023-1107,2023-09-12,2023-09-14,CUST-1617,Customer 356,Consumer,Central,Houston,Texas,Furniture,Chairs,Standing Desk,881.24,3,0.28,104.72,53.59,4.7
ORD-2023-1108,2023-02-03,2023-02-07,CUST-4360,Customer 971,Home Office,South,New York,New York,Furniture,Chairs,Standing Desk,864.83,4,0.09,127.23,46.04,4.9
ORD-2023-1109,2023-07-30,2023-08-04,CUST-6095,Customer 2,Home Office,East,Phoenix,Arizona,Office Supplies,Art,iPhone 13,96.83,2,0.04,19.49,86.54,2.1
ORD-2023-1110,2023-09-27,2023-10-01,CUST-8738,Customer 989,Corporate,West,New York,New York,Technology,Copiers,iPhone 13,1545.65,1,0.0,77.71,26.46,3.2
ORD-2023-1111,2023-07-04,2023-07-06,CUST-9446,Customer 229,Home Office,Central,Los Angeles,California,Furniture,Tables,Office Chair,1524.47,1,0.15,229.66,64.2,1.6
ORD-2023-1112,2023-12-06,2023-12-12,CUST-7076,Customer 900,Consumer,East,Phoenix,Arizona,Technology,Phones,Standing Desk,804.8,2,0.08,56.57,15.98,3.3
ORD-2023-1113,2023-05-31,2023-06-04,CUST-1828,Customer 230,Consumer,West,Phoenix,Arizona,Office Supplies,Binders,Office Chair,1611.27,3,0.27,232.21,53.33,2.7
ORD-2023-1114,2023-06-18,2023-06-20,CUST-7479,Customer 932,Home Office,East,Los Angeles,California,Office Supplies,Binders,Desk Lamp,144.27,3,0.15,21.76,75.69,1.3
ORD-2023-1115,2023-10-10,2023-10-13,CUST-6030,Customer 774,Home Office,West,Los Angeles,California,Technology,Copiers,iPhone 13,958.73,1,0.24,120.74,71.7,1.6
ORD-2023-1116,2023-12-30,2024-01-05,CUST-4756,Customer 213,Home Office,South,New York,New York,Office Supplies,Binders,Desk Lamp,1920.86,2,0.2,211.61,56.36,2.1
ORD-2023-1117,2023-01-19,2023-01-25,CUST-5625,Customer 237,Consumer,West,Houston,Texas,Office Supplies,Binders,Office Chair,1584.07,1,0.2,125.66,41.51,1.9
ORD-2023-1118,2023-03-26,2023-04-01,CUST-1390,Customer 761,Corporate,East,Phoenix,Arizona,Furniture,Tables,Office Chair,913.39,1,0.11,54.59,60.32,3.8
ORD-2023-1119,2023-01-23,2023-01-25,CUST-1629,Customer 399,Home Office,East,Chicago,Illinois,Technology,Phones,iPhone 13,361.0,3,0.17,24.29,82.54,4.7
ORD-2023-1120,2023-12-28,2023-12-29,CUST-1020,Customer 526,Consumer,South,New York,New York,Office Supplies,Binders,Office Chair,1332.55,2,0.07,295.1,37.78,3.4
ORD-2023-1121,2023-10-16,2023-10-18,CUST-4053,Customer 524,Home Office,East,Chicago,Illinois,Technology,Phones,iPhone 13,514.45,4,0.27,36.01,38.03,1.2
ORD-2023-1122,2023-01-19,2023-01-22,CUST-9978,Customer 676,Corporate,South,Houston,Texas,Furniture,Tables,Binder Pack,1105.32,2,0.18,120.22,17.58,4.5
ORD-2023-1123,2023-12-31,2024-01-01,CUST-1160,Customer 748,Corporate,Central,New York,New York,Technology,Copiers,Standing Desk,526.85,3,0.12,46.71,88.29,1.7
ORD-2023-1124,2023-04-05,2023-04-08,CUST-1939,Customer 325,Home Office,South,New York,New York,Technology,Copiers,Laser Printer,1373.16,3,0.04,313.86,6.03,2.0
ORD-2023-1125,2023-02-03,2023-02-07,CUST-9244,Customer 3,Home Office,Central,Los Angeles,California,Technology,Accessories,Standing Desk,465.29,3,0.05,35.88,63.32,1.2
ORD-2023-1126,2023-09-16,2023-09-20,CUST-8228,Customer 931,Corporate,West,Los Angeles,California,Office Supplies,Binders,Standing Desk,1661.83,3,0.18,275.31,53.72,2.9
ORD-2023-1127,2023-02-18,2023-02-21,CUST-4987,Customer 765,Corporate,South,Houston,Texas,Technology,Accessories,Desk Lamp,478.97,1,0.14,32.75,22.63,4.5
ORD-2023-1128,2023-03-14,2023-03-17,CUST-3221,Customer 785,Home Office,East,Houston,Texas,Technology,Copiers,Binder Pack,1055.49,2,0.25,122.59,26.07,2.7
ORD-2023-1129,2023-09-27,2023-09-30,CUST-3626,Customer 922,Home Office,West,Phoenix,Arizona,Office Supplies,Art,Office Chair,1502.68,4,0.18,130.25,89.85,4.9
ORD-2023-1130,2023-08-18,2023-08-20,CUST-5467,Customer 814,Home Office,Central,New York,New York,Technology,Accessories,Desk Lamp,1639.58,3,0.04,248.66,74.64,4.2
ORD-2023-1131,2023-10-27,2023-10-30,CUST-7763,Customer 856,Consumer,West,New York,New York,Technology,Phones,Binder Pack,1457.07,4,0.14,237.25,98.63,2.7
ORD-2023-1132,2023-04-27,2023-04-29,CUST-8397,Customer 843,Home Office,South,Phoenix,Arizona,Furniture,Tables,Office Chair,1074.94,1,0.13,50.37,5.72,1.9
ORD-2023-1133,2023-09-21,2023-09-24,CUST-7642,Customer 472,Consumer,South,Houston,Texas,Furniture,Tables,Binder Pack,1312.01,2,0.17,255.7,76.87,1.2
ORD-2023-1134,2023-09-20,2023-09-25,CUST-9032,Customer 366,Consumer,East,Houston,Texas,Technology,Accessories,Desk Lamp,184.66,3,0.19,28.25,14.3,4.5
ORD-2023-1135,2023-03-10,2023-03-16,CUST-2851,Customer 790,Home Office,South,Houston,Texas,Technology,Phones,Laser Printer,887.93,3,0.18,109.95,69.78,3.7
ORD-2023-1136,2023-08-25,2023-08-29,CUST-4943,Customer 630,Consumer,West,New York,New York,Technology,Phones,Desk Lamp,1103.01,2,0.01,151.4,42.72,4.1
ORD-2023-1137,2023-02-27,2023-03-05,CUST-5719,Customer 204,Corporate,East,Chicago,Illinois,Technology,Accessories,Laser Printer,1410.99,2,0.25,201.91,67.08,3.4
ORD-2023-1138,2023-10-06,2023-10-11,CUST-5275,Customer 116,Consumer,Central,Phoenix,Arizona,Office Supplies,Binders,Office Chair,323.79,4,0.11,32.65,7.88,1.3
ORD-2023-1139,2023-07-19,2023-07-20,CUST-2809,Customer 706,Corporate,East,Los Angeles,California,Office Supplies,Paper,Binder Pack,1345.78,2,0.28,151.06,72.28,3.6
ORD-2023-1140,2023-09-29,2023-09-30,CUST-7137,Customer 613,Consumer,West,Los Angeles,California,Furniture,Chairs,Binder Pack,451.78,4,0.16,86.58,10.62,2.6
ORD-2023-1141,2023-08-11,2023-08-16,CUST-7497,Customer 544,Corporate,West,Houston,Texas,Technology,Copiers,iPhone 13,1296.4,2,0.13,191.09,21.28,3.6
ORD-2023-1142,2023-07-30,2023-08-04,CUST-4437,Customer 154,Consumer,West,Houston,Texas,Technology,Accessories,Desk Lamp,1288.85,3,0.3,204.28,72.18,1.6
ORD-2023-1143,2023-09-23,2023-09-27,CUST-1507,Customer 628,Home Office,South,New York,New York,Technology,Accessories,Desk Lamp,827.79,3,0.03,49.12,61.84,2.5
ORD-2023-1144,2023-01-23,2023-01-29,CUST-3196,Customer 338,Consumer,Central,Los Angeles,California,Office Supplies,Binders,Standing Desk,1871.42,1,0.06,124.16,50.42,4.2
ORD-2023-1145,2023-02-01,2023-02-07,CUST-8262,Customer 433,Consumer,East,Chicago,Illinois,Furniture,Chairs,Laser Printer,1085.8,3,0.18,143.18,50.45,2.9
ORD-2023-1146,2023-10-25,2023-10-30,CUST-1989,Customer 949,Corporate,Central,Houston,Texas,Furniture,Tables,Office Chair,644.05,1,0.09,81.59,81.29,2.0
ORD-2023-1147,2023-08-24,2023-08-25,CUST-6831,Customer 709,Home Office,West,Houston,Texas,Technology,Accessories,Standing Desk,1751.13,3,0.02,388.83,81.66,2.5
ORD-2023-1148,2023-12-31,2024-01-03,CUST-4939,Customer 614,Corporate,South,New York,New York,Technology,Accessories,Binder Pack,965.66,3,0.16,156.58,48.87,1.1
ORD-2023-1149,2023-12-21,2023-12-27,CUST-2035,Customer 143,Corporate,East,Houston,Texas,Technology,Accessories,Binder Pack,170.52,4,0.22,30.12,30.36,3.3
